"activitySegment__startLocation__latitudeE7","activitySegment__startLocation__longitudeE7","activitySegment__startLocation__sourceInfo__deviceTag","activitySegment__endLocation__latitudeE7","activitySegment__endLocation__longitudeE7","activitySegment__endLocation__sourceInfo__deviceTag","activitySegment__duration__startTimestamp","activitySegment__duration__endTimestamp","activitySegment__distance","activitySegment__activityType","activitySegment__confidence","activitySegment__activities__activityType","activitySegment__activities__probability","activitySegment__transitPath__transitStops__latitudeE7","activitySegment__transitPath__transitStops__longitudeE7","activitySegment__transitPath__transitStops__placeId","activitySegment__transitPath__transitStops__address","activitySegment__transitPath__transitStops__name","activitySegment__transitPath__stopTimesInfo__scheduleArrivalTimestamp","activitySegment__transitPath__name","activitySegment__transitPath__hexRgbColor","activitySegment__transitPath__linePlaceId","activitySegment__transitPath__stopTimesInfo__scheduledDepartureTimestamp","activitySegment__transitPath__stopTimesInfo__realtimeArrivalTimestamp","activitySegment__transitPath__stopTimesInfo__realtimeDepartureTimestamp","activitySegment__transitPath__source","activitySegment__transitPath__confidence","activitySegment__transitPath__distanceMeters","activitySegment__simplifiedRawPath__points__latE7","activitySegment__simplifiedRawPath__points__lngE7","activitySegment__simplifiedRawPath__points__accuracyMeters","activitySegment__simplifiedRawPath__points__timestamp","activitySegment__parkingEvent__location__latitudeE7","activitySegment__parkingEvent__location__longitudeE7","activitySegment__parkingEvent__location__accuracyMetres","activitySegment__parkingEvent__location__sourceInfo__deviceTag","activitySegment__parkingEvent__method","activitySegment__parkingEvent__locationSource","activitySegment__parkingEvent__timestamp","activitySegment__simplifiedRawPath__source","activitySegment__simplifiedRawPath__distanceMeters","activitySegment__waypointPath__waypoints__latE7","activitySegment__waypointPath__waypoints__lngE7","activitySegment__waypointPath__source","activitySegment__waypointPath__roadSegment__placeId","activitySegment__waypointPath__roadSegment__duration","activitySegment__waypointPath__distanceMeters","activitySegment__waypointPath__travelMode","activitySegment__waypointPath__confidence","placeVisit__location__latitudeE7","placeVisit__location__longitudeE7","placeVisit__location__placeId","placeVisit__location__address","placeVisit__location__semanticType","placeVisit__location__name","placeVisit__location__sourceInfo__deviceTag","placeVisit__location__locationConfidence","placeVisit__location__calibratedProbability","placeVisit__duration__startTimestamp","placeVisit__duration__endTimestamp","placeVisit__placeConfidence","placeVisit__childVisits__location__latitudeE7","placeVisit__childVisits__location__longitudeE7","placeVisit__childVisits__location__placeId","placeVisit__childVisits__location__address","placeVisit__childVisits__location__name","placeVisit__childVisits__location__sourceInfo__deviceTag","placeVisit__childVisits__location__locationConfidence","placeVisit__childVisits__location__calibratedProbability","placeVisit__childVisits__location__isCurrentLocation","placeVisit__childVisits__duration__startTimestamp","placeVisit__childVisits__duration__endTimestamp","placeVisit__childVisits__placeConfidence","placeVisit__childVisits__centerLatE7","placeVisit__childVisits__centerLngE7","placeVisit__childVisits__visitConfidence","placeVisit__childVisits__otherCandidateLocations__latitudeE7","placeVisit__childVisits__otherCandidateLocations__longitudeE7","placeVisit__childVisits__otherCandidateLocations__placeId","placeVisit__childVisits__otherCandidateLocations__address","placeVisit__childVisits__otherCandidateLocations__name","placeVisit__childVisits__otherCandidateLocations__locationConfidence","placeVisit__childVisits__otherCandidateLocations__calibratedProbability","placeVisit__childVisits__otherCandidateLocations__isCurrentLocation","placeVisit__childVisits__editConfirmationStatus","placeVisit__childVisits__locationConfidence","placeVisit__childVisits__placeVisitType","placeVisit__childVisits__placeVisitLevel","placeVisit__centerLatE7","placeVisit__centerLngE7","placeVisit__visitConfidence","placeVisit__otherCandidateLocations__latitudeE7","placeVisit__otherCandidateLocations__longitudeE7","placeVisit__otherCandidateLocations__placeId","placeVisit__otherCandidateLocations__address","placeVisit__otherCandidateLocations__semanticType","placeVisit__otherCandidateLocations__name","placeVisit__otherCandidateLocations__locationConfidence","placeVisit__otherCandidateLocations__calibratedProbability","placeVisit__editConfirmationStatus","placeVisit__simplifiedRawPath__points__latE7","placeVisit__simplifiedRawPath__points__lngE7","placeVisit__simplifiedRawPath__points__accuracyMeters","placeVisit__simplifiedRawPath__points__timestamp","placeVisit__simplifiedRawPath__source","placeVisit__simplifiedRawPath__distanceMeters","placeVisit__locationConfidence","placeVisit__placeVisitType","placeVisit__placeVisitImportance"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ChIJhTIyj-lq1moRTAkXdxn1SxE","4s","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ChIJ0-fphulq1moRQym2zW0lyPc","1s","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ChIJe3Esfulq1moRNyaaBWADIZU","8s","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ChIJP2tp1-tq1moRwAoBwt1Ba_Y","2s","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ChIJ02_N0Otq1moRcWUC7HRWBBM","2s","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ChIJO1mIretq1moREWIC7HRWBBM","54s","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ChIJpeTC3-pq1moRoRsC7HRWBBM","17s","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ChIJfd491Opq1moRwQQC7HRWBBM","14s","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ChIJmxWrLpVq1moRse4B7HRWBBM","4s","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ChIJl1LKJZVq1moRUeUB7HRWBBM","10s","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ChIJcb7HxZRq1moRsdEB7HRWBBM","35s","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-378998169","1451113974","ChIJ09fZyZRq1moRaEZz_UwdBdM","6 Gamble St, Oakleigh East VIC 3166, Australia","TYPE_SEARCHED_ADDRESS","","449113335","95.48716","84.91121","2022-07-16T05:12:28.616Z","2022-07-16T15:06:31.832Z","HIGH_CONFIDENCE","","","","","","","","","","","","","","","","","","","","","","","","","","","","-378998138","1451112776","92","-378974717","1451101499","ChIJw4V8gJRq1moR55N-EL_36gs","Oakleigh East VIC 3166, Australia","","Dublin St/Ferntree Gully Rd","1.3287686","1.181597","NOT_CONFIRMED","","","","","","","82","SINGLE_PLACE","MAIN"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-379001488","1451088006","ChIJx5HHIVNq1moRttP9SzvHHg8","17 State St, Oakleigh East VIC 3166, Australia","","Spectrum Tuition Oakleigh","0.2089561","0.18581256","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-379001488","1451088006","ChIJsUNh6Oxq1moRahphFE99fd4","17 State St, Oakleigh East VIC 3166, Australia","","Amsleigh Park Primary School","0.19044062","0.16934782","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-378978994","1451134958","ChIJU5r9AZVq1moR8JsxBXZWBA8","108 Ferntree Gully Rd, Oakleigh East VIC 3166, Australia","","Reg Harris Reserve","0.11183714","0.0994503","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-378773168","1450423526","ChIJ6-esyIxp1moRwAH1CXZWBB0","Caulfield East VIC 3145, Australia","","Caulfield","449113335","89.41938","81.83406","2022-07-19T07:59:10Z","2022-07-19T08:02:26.866Z","MEDIUM_CONFIDENCE","","","","","","","","","","","","","","","","","","","","","","","","","","","","-378773997","1450416516","95","-378770576","1450420309","ChIJeSlltYxp1moRDWchqUrDsYI","Caulfield East VIC 3145, Australia","","Caulfield railway station","4.4999814","4.1182547","NOT_CONFIRMED","","","","","","","74","SINGLE_PLACE","TRANSITIONAL"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-378764035","1450419377","ChIJJyiCMvNp1moRBtpjdVJ5YMk","956 Dandenong Rd, Caulfield East VIC 3145, Australia","","57-Caulfield Railway Station/Derby Rd","2.1977174","2.0112884","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-378775084","1450418964","ChIJ1yFrxIxp1moR2hVTff3kFp8","Caulfield East VIC 3145, Australia","","Caulfield Railway Station/Normanby Rd","0.67754984","0.6200743","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-378767559","1450423515","ChIJsZbtNfNp1moRgXsVmOxAYdA","15-17 Sir John Monash Dr, Caulfield VIC 3162, Australia","","7-Eleven Caulfield Station","0.25995165","0.23790033","","","","","","","","","",""
"-378773168","1450423526","449113335","-378999063","1450887098","449113335","2022-07-19T08:02:26.866Z","2022-07-19T08:13:25.536Z","4885","IN_TRAIN","LOW","IN_TRAIN","36.151838302612305","-378773168","1450423526","ChIJ6-esyIxp1moRwAH1CXZWBB0","Caulfield East VIC 3145, Australia","Caulfield","","Cranbourne","3470D4","ChIJIYPho2Br1moRLo2O5N6lgw4","2022-07-19T08:05:00Z","","2022-07-19T08:05:00Z","INFERRED","0.9739890241045894","4826.0","-378772437","1450417475","8","2022-07-19T08:02:26.866Z","","","","","","","","INFERRED","4899.801481680732","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","STILL","17.788299918174744","-378862984","1450585180","ChIJzbZrcSNq1moRfp396my4Qy8","Koornang Rd & Morton Ave, Carnegie VIC 3163, Australia","Carnegie","2022-07-19T08:07:00Z","","","","2022-07-19T08:07:00Z","2022-07-19T08:07:00Z","2022-07-19T08:08:00Z","","","","-378790515","1450448544","8","2022-07-19T08:05:53.509Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","WALKING","15.423732995986938","-378899744","1450668522","ChIJ4WMsNDlq1moRwAX1CXZWBB0","Murrumbeena VIC 3163, Australia","Murrumbeena","2022-07-19T08:09:00Z","","","","2022-07-19T08:09:00Z","2022-07-19T08:09:00Z","2022-07-19T08:09:00Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","IN_PASSENGER_VEHICLE","14.332067966461182","-378942473","1450763965","ChIJ56w7I0Rq1moRMAf1CXZWBB0","Hughesdale VIC 3166, Australia","Hughesdale","2022-07-19T08:11:00Z","","","","2022-07-19T08:11:00Z","2022-07-19T08:10:00Z","2022-07-19T08:11:00Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","IN_BUS","9.156171977519989","-379004928","1450883462","ChIJOXmSiVlq1moRQAn1CXZWBB0","Oakleigh VIC 3166, Australia","Oakleigh Station","2022-07-19T08:13:00Z","","","","","2022-07-19T08:12:00Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","IN_SUBWAY","3.4934334456920624","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","CYCLING","1.2118756771087646","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","IN_TRAM","1.0604539886116982","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","MOTORCYCLING","0.6660623475909233","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","IN_FERRY","0.32576287630945444","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","FLYING","0.23092280607670546","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","RUNNING","0.13850658433511853","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","SAILING","0.016574256005696952","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","SKIING","0.004244985029799864","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","IN_VEHICLE","5.16458271704323E-05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-379004928","1450883462","ChIJOXmSiVlq1moRQAn1CXZWBB0","Oakleigh VIC 3166, Australia","","Oakleigh Station","449113335","73.834656","64.4206","2022-07-19T08:13:25.536Z","2022-07-19T08:23:02.439Z","MEDIUM_CONFIDENCE","","","","","","","","","","","","","","","","","","","","","","","","","","","","-378997970","1450883720","96","-378996280","1450880780","ChIJhxrhhllq1moR0SCTPSj--L0","Oakleigh VIC 3166, Australia","","Oakleigh Station/Portman St","23.696861","20.675467","NOT_CONFIRMED","","","","","","","59","SINGLE_PLACE","TRANSITIONAL"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-378994408","1450875586","ChIJD8mpLlpq1moRyvHltEVWPAE","Oakleigh VIC 3166, Australia","","Oakleigh Station/Portman St","1.3912433","1.2138572","","","","","","","","","",""
